origin_doi,origin_sub-area,target_doi,target_sub-area
10.4018/ijapuc.2019010103,,10.1016/j.eswa.2016.08.016,ai
10.1155/2017/3781951,,10.1016/j.eswa.2016.08.016,ai
10.1080/07391102.2021.1966509,,10.1016/j.eswa.2016.08.016,ai
10.1108/dta-05-2022-0210,,10.1016/j.eswa.2016.08.016,ai
10.4018/978-1-6684-7136-4.ch040,,10.1016/j.eswa.2016.08.016,ai
10.4018/978-1-6684-7136-4.ch004,,10.1016/j.eswa.2016.08.016,ai
10.1007/s12553-022-00705-3,,10.1016/j.eswa.2016.08.016,ai
10.1007/s11760-022-02453-3,,10.1016/j.eswa.2016.08.016,ai
10.1016/j.bbe.2018.09.003,,10.1016/j.eswa.2016.08.016,ai
10.1016/j.procs.2021.08.032,,10.1016/j.eswa.2016.08.016,ai
10.1016/j.bspc.2021.103226,,10.1016/j.eswa.2016.08.016,ai
10.4018/978-1-7998-3092-4.ch004,,10.1016/j.eswa.2016.08.016,ai
10.1109/aicis.2018.00020,,10.1016/j.eswa.2016.08.016,ai
10.1101/2020.06.12.20129866,,10.1016/j.eswa.2016.08.016,ai
10.1016/b978-0-12-819764-6.00007-7,,10.1016/j.eswa.2016.08.016,ai
10.1007/s00521-017-3125-2,,10.1016/j.eswa.2016.08.016,ai
10.1101/2020.05.05.20092346,,10.1016/j.eswa.2016.08.016,ai
10.1007/s11517-023-02773-7,,10.1016/j.eswa.2016.08.016,ai
10.1007/s42600-023-00286-8,,10.1016/j.eswa.2016.08.016,ai
10.1080/21681163.2020.1811159,,10.1016/j.eswa.2016.08.016,ai
10.1016/b978-0-12-819764-6.00005-3,,10.1016/j.eswa.2016.08.016,ai
10.1007/s42600-021-00160-5,,10.1016/j.eswa.2016.08.016,ai
10.1007/s42600-022-00201-7,,10.1016/j.eswa.2016.08.016,ai
10.1007/s42600-020-00112-5,,10.1016/j.eswa.2016.08.016,ai
10.1007/s42600-020-00100-9,,10.1016/j.eswa.2016.08.016,ai
10.1007/s42600-020-00091-7,,10.1016/j.eswa.2016.08.016,ai
10.1007/s42600-020-00072-w,,10.1016/j.eswa.2016.08.016,ai
10.1007/s42600-019-00024-z,,10.1016/j.eswa.2016.08.016,ai
10.1101/2021.06.21.21259252,,10.1016/j.eswa.2016.08.016,ai
10.1007/s42600-022-00238-8,,10.1016/j.eswa.2016.08.016,ai
10.1101/2020.05.14.20102533,,10.1016/j.eswa.2016.08.016,ai
10.1101/2020.06.23.20138651,,10.1016/j.eswa.2016.08.016,ai
10.1007/978-3-319-46723-8_46,,10.1109/tip.2011.2114352,
10.1007/978-3-319-46723-8_46,,10.1049/iet-cvi.2014.0121,
10.1007/978-3-319-46723-8_46,,10.1016/j.swevo.2011.05.001,
10.1007/978-3-319-46723-8_46,,10.1093/brain/120.11.2059,
10.1007/978-3-319-46723-8_46,,10.1016/j.media.2012.09.004,
10.1007/978-3-319-46723-8_46,,10.1016/j.ins.2011.10.011,
10.1007/978-3-319-46723-8_46,,10.1186/s12880-015-0068-x,
10.1007/978-3-319-46723-8_46,,10.1007/s00234-015-1552-2,
10.1007/978-3-319-46723-8_46,,10.1016/j.nicl.2015.05.001,
10.1007/978-3-319-46723-8_46,,10.54294/lmkqvm,
10.1007/978-3-319-46723-8_46,,10.54294/6eyg0w,
10.1007/978-3-319-46723-8_46,,10.1109/tmi.2016.2528821,
10.1007/978-3-319-46723-8_46,,10.1109/tmi.2015.2393853,
10.1007/978-3-319-46723-8_46,,10.1109/tmi.2011.2114671,
omid:br/062502606206 ,,10.1007/978-3-319-46723-8_46,
10.1109/NCA.2016.7778627,,10.1007/978-1-4614-6849-3,
10.1109/NCA.2016.7778627,,10.1145/2228360.2228599,
10.1109/NCA.2016.7778627,,10.1109/rtas.2014.6926010,
10.1109/NCA.2016.7778627,,10.1007/s10916-015-0320-5,
10.1109/NCA.2016.7778627,,10.1145/1878961.1878982,
10.1109/NCA.2016.7778627,,10.1017/cbo9781107326279,
10.1109/NCA.2016.7778627,,10.1145/1669112.1669135,
10.1109/NCA.2016.7778627,,10.1145/1577129.1577137,
10.1109/NCA.2016.7778627,,10.1109/tmc.2007.70767,
10.1109/NCA.2016.7778627,,10.1109/iced.2014.7015766,
10.1007/s11227-020-03312-z,,10.1109/NCA.2016.7778627,
10.1109/candarw53999.2021.00090,,10.1109/NCA.2016.7778627,
10.2197/ipsjjip.32.275,,10.1109/NCA.2016.7778627,
10.3390/pr8060678,,10.1109/NCA.2016.7778627,
10.1109/dsd.2017.68,,10.1109/NCA.2016.7778627,
10.1109/SBESC.2016.031,,10.1109/iscc.2013.6755001,
10.1109/SBESC.2016.031,,10.1109/vetecs.2008.458,
10.1109/SBESC.2016.031,,10.1109/icatcct.2015.7456893,
10.1109/SBESC.2016.031,,10.1109/tvt.2016.2591558,
10.1109/SBESC.2016.031,,10.1109/rvsp.2013.55,
10.1109/SBESC.2016.031,,10.1109/eatis.2016.7520160,
10.1109/SBESC.2016.031,,10.1109/surv.2011.061411.00019,
10.1109/SBESC.2016.031,,10.1109/vnc.2010.5698244,
10.1109/SBESC.2016.031,,10.1109/mcom.2014.6829960,
10.1109/SBESC.2016.031,,10.1109/mcom.2013.6685766,
10.1109/SBESC.2016.031,,10.1109/mcom.2013.6515060,
10.1109/SBESC.2016.031,,10.1145/1023875.1023877,
10.1109/SBESC.2016.031,,10.1109/mwc.2016.7498068,
10.1109/SBESC.2016.031,,10.1109/lcn.2011.6115556,
10.1109/SBESC.2016.031,,10.1109/mwc.2012.6155877,
10.1145/3272036.3272046,,10.1109/SBESC.2016.031,
10.1109/mits.2019.2953507,,10.1109/SBESC.2016.031,
10.1109/iscc.2018.8538607,,10.1109/SBESC.2016.031,
10.1109/glocom.2018.8647367,,10.1109/SBESC.2016.031,
10.1016/j.aej.2022.10.052,,10.1109/SBESC.2016.031,
10.1186/s13173-015-0026-z,,10.1109/socdc.2009.5423895,
10.1186/s13173-015-0026-z,,10.1109/fpl.2009.5272309,
10.1186/s13173-015-0026-z,,10.1109/iccict.2012.6398101,
10.1186/s13173-015-0026-z,,10.1109/iccsn.2011.6014590,
10.1186/s13173-015-0026-z,,10.1109/iccic.2010.5705808,
10.1109/FUZZ-IEEE.2015.7337975,,10.1016/j.cmpb.2010.01.005,
10.1109/FUZZ-IEEE.2015.7337975,,10.1109/tsmcb.2011.2168604,
10.1109/FUZZ-IEEE.2015.7337975,,10.1117/12.912392,
10.1109/FUZZ-IEEE.2015.7337975,,10.1016/s1470-2045(08)70179-7,
10.1109/FUZZ-IEEE.2015.7337975,,10.1007/978-3-662-05088-0,
10.1109/FUZZ-IEEE.2015.7337975,,10.1016/s0730-725x(98)00195-7,
10.1109/FUZZ-IEEE.2015.7337975,,10.1109/iccasm.2010.5622516,
10.1109/FUZZ-IEEE.2015.7337975,,10.1007/978-1-4471-5013-8_5,
10.1109/FUZZ-IEEE.2015.7337975,,10.1007/s13042-011-0019-y,
10.1109/FUZZ-IEEE.2015.7337975,,10.1109/tsmc.1973.4309314,
10.1109/FUZZ-IEEE.2015.7337975,,10.1016/j.ymssp.2009.03.015,
10.1109/FUZZ-IEEE.2015.7337975,,10.1016/j.neucom.2007.10.008,
10.1109/FUZZ-IEEE.2015.7337975,,10.1016/j.neucom.2005.12.126,
10.1109/FUZZ-IEEE.2015.7337975,,10.1109/snlp.2009.5340935,
10.1109/FUZZ-IEEE.2015.7337975,,10.1016/j.compbiomed.2011.06.009,
10.1109/FUZZ-IEEE.2015.7337975,,10.1109/mis.2013.140,
10.1109/FUZZ-IEEE.2015.7337975,,10.1109/sibgrapi.2011.40,
10.1109/FUZZ-IEEE.2015.7337975,,10.1016/j.ijrobp.2011.11.009,
10.1109/FUZZ-IEEE.2015.7337975,,10.1109/tnn.2009.2036259,
10.1109/FUZZ-IEEE.2015.7337975,,10.1016/j.patcog.2006.03.004,
10.1007/978-981-13-9097-5_6,,10.1109/FUZZ-IEEE.2015.7337975,
10.1007/978-981-13-9097-5_5,,10.1109/FUZZ-IEEE.2015.7337975,
10.1007/s00500-022-07447-4,,10.1109/FUZZ-IEEE.2015.7337975,
10.1109/gmepe/pahce50215.2021.9434879,,10.1109/FUZZ-IEEE.2015.7337975,
10.1109/jstsp.2018.2873988,,10.1109/FUZZ-IEEE.2015.7337975,
10.1007/s13042-018-0859-9,,10.1109/FUZZ-IEEE.2015.7337975,
10.4018/978-1-6684-7136-4.ch040,,10.1109/FUZZ-IEEE.2015.7337975,
10.1007/s12553-022-00705-3,,10.1109/FUZZ-IEEE.2015.7337975,
10.1007/s10115-023-01978-4,,10.1109/FUZZ-IEEE.2015.7337975,
10.1109/icit48102.2019.00093,,10.1109/FUZZ-IEEE.2015.7337975,
10.1038/s41598-022-05921-5,,10.1109/FUZZ-IEEE.2015.7337975,
10.4018/978-1-7998-3092-4.ch004,,10.1109/FUZZ-IEEE.2015.7337975,
10.1080/21681163.2022.2118174,,10.1109/FUZZ-IEEE.2015.7337975,
10.1016/b978-0-12-819764-6.00007-7,,10.1109/FUZZ-IEEE.2015.7337975,
10.1007/s42979-020-00232-w,,10.1109/FUZZ-IEEE.2015.7337975,
10.1007/s42600-022-00222-2,,10.1109/FUZZ-IEEE.2015.7337975,
10.1007/s42600-022-00201-7,,10.1109/FUZZ-IEEE.2015.7337975,
10.1007/s42600-020-00079-3,,10.1109/FUZZ-IEEE.2015.7337975,
10.1007/s42600-020-00072-w,,10.1109/FUZZ-IEEE.2015.7337975,
10.1007/s42600-019-00024-z,,10.1109/FUZZ-IEEE.2015.7337975,
10.1101/2020.06.23.20138651,,10.1109/FUZZ-IEEE.2015.7337975,
10.1109/IJCNN.2015.7280774,,10.1016/j.cmpb.2010.01.005,
10.1109/IJCNN.2015.7280774,,10.1109/tsmcb.2011.2168604,
10.1109/IJCNN.2015.7280774,,10.1117/12.912392,
10.1109/IJCNN.2015.7280774,,10.1016/s1470-2045(08)70179-7,
10.1109/IJCNN.2015.7280774,,10.1007/978-3-662-05088-0,
10.1109/IJCNN.2015.7280774,,10.1016/s0730-725x(98)00195-7,
10.1109/IJCNN.2015.7280774,,10.1109/iccasm.2010.5622516,
10.1109/IJCNN.2015.7280774,,10.1007/978-1-4471-5013-8_5,
10.1109/IJCNN.2015.7280774,,10.1007/s13042-011-0019-y,
10.1109/IJCNN.2015.7280774,,10.1109/tsmc.1973.4309314,
10.1109/IJCNN.2015.7280774,,10.1016/j.ymssp.2009.03.015,
10.1109/IJCNN.2015.7280774,,10.1016/j.neucom.2007.10.008,
10.1109/IJCNN.2015.7280774,,10.1016/j.neucom.2005.12.126,
10.1109/IJCNN.2015.7280774,,10.1109/snlp.2009.5340935,
10.1109/IJCNN.2015.7280774,,10.1016/j.compbiomed.2011.06.009,
10.1109/IJCNN.2015.7280774,,10.1109/mis.2013.140,
10.1109/IJCNN.2015.7280774,,10.1109/sibgrapi.2011.40,
10.1109/IJCNN.2015.7280774,,10.1016/j.ijrobp.2011.11.009,
10.1109/IJCNN.2015.7280774,,10.1109/tnn.2009.2036259,
10.1109/IJCNN.2015.7280774,,10.1016/j.patcog.2006.03.004,
10.4018/978-1-7998-3456-4.ch003,,10.1109/IJCNN.2015.7280774,
10.1007/978-3-030-79753-9_15,,10.1109/IJCNN.2015.7280774,
10.1007/s00500-022-07447-4,,10.1109/IJCNN.2015.7280774,
10.4018/978-1-6684-7136-4.ch004,,10.1109/IJCNN.2015.7280774,
10.4018/978-1-6684-7136-4.ch043,,10.1109/IJCNN.2015.7280774,
10.1007/s12553-022-00705-3,,10.1109/IJCNN.2015.7280774,
10.1007/s10115-023-01978-4,,10.1109/IJCNN.2015.7280774,
10.1109/icit48102.2019.00093,,10.1109/IJCNN.2015.7280774,
10.1038/s41598-022-05921-5,,10.1109/IJCNN.2015.7280774,
10.1101/2020.05.05.20092346,,10.1109/IJCNN.2015.7280774,
10.1038/s41598-021-01018-7,,10.1109/IJCNN.2015.7280774,
10.1007/s11517-023-02773-7,,10.1109/IJCNN.2015.7280774,
10.1080/10826076.2021.1932521,,10.1109/IJCNN.2015.7280774,
10.1007/s42600-020-00091-7,,10.1109/IJCNN.2015.7280774,
10.1007/s42600-022-00238-8,,10.1109/IJCNN.2015.7280774,
10.1109/PATMOS.2015.7347582,,10.1145/1950413.1950457,
10.1109/PATMOS.2015.7347582,,10.1109/sasp.2008.4570793,
10.1109/PATMOS.2015.7347582,,10.1155/2011/569784,
10.1109/PATMOS.2015.7347582,,10.1109/iccp.2009.5284732,
10.1109/PATMOS.2015.7347582,,10.1145/2660540.2660980,
10.1109/PATMOS.2015.7347582,,10.1504/ijhpsa.2012.050985,
10.1109/PATMOS.2015.7347582,,10.1145/2024724.2024908,
10.1109/PATMOS.2015.7347582,,10.1007/s10462-012-9328-0,
10.1109/PATMOS.2015.7347582,,10.1007/s10898-012-9993-1,
10.1109/PATMOS.2015.7347582,,10.1145/1534916.1534924,
10.1109/PATMOS.2015.7347582,,10.1561/1000000003,
10.1109/PATMOS.2015.7347582,,10.1109/fpt.2012.6412139,
10.1109/PATMOS.2015.7347582,,10.1145/2145694.2145708,
10.1109/PATMOS.2015.7347582,,10.1109/tcad.2012.2187525,
10.1109/PATMOS.2015.7347582,,10.1109/tcad.2010.2061770,
10.1145/2800986.2801005,,10.1109/tcad.2002.804107,
10.1145/2800986.2801005,,10.1007/11523277_10,
10.1145/2800986.2801005,,10.1007/11847083_8,
10.1145/2800986.2801005,,10.1145/993396.993405,
10.1145/2800986.2801005,,10.1109/wwc.2001.990739,
10.1145/2800986.2801005,,10.1109/jssc.2012.2223036,
10.1145/2800986.2801005,,10.1109/jssc.2010.2084470,
10.1145/2800986.2801005,,10.1109/jssc.2009.2034076,
10.1145/2800986.2801005,,10.1109/kam.2010.5646140,
10.1145/2800986.2801005,,10.1145/774789.774804,
10.1145/2800986.2801005,,10.1145/268806.268810,
10.1145/2800986.2801005,,10.1109/spl.2010.5483007,
10.1145/2800986.2801005,,10.1117/12.587955,
10.1145/2800986.2801005,,10.1109/sbac-pad.2007.14,
10.1145/2800986.2801005,,10.1109/wwc.2001.15,
10.1007/s10586-022-03725-w,,10.1145/2800986.2801005,
10.1109/ICECS.2014.7050006,,10.1145/1950413.1950457,
10.1109/ICECS.2014.7050006,,10.1145/296399.296426,
10.1109/ICECS.2014.7050006,,10.1145/2024724.2024908,
10.1109/ICECS.2014.7050006,,10.1109/fpt.2012.6412139,
10.1109/ICECS.2014.7050006,,10.1145/2145694.2145708,
10.1145/2660540.2660542,,10.1007/3-540-45356-3_83,
10.1145/2660540.2660542,,10.1007/11847083_8,
10.1145/2660540.2660542,,10.1109/4235.974840,
10.1145/2660540.2660542,,10.1109/jssc.2010.2084470,
10.1145/2660540.2660542,,10.1145/774789.774804,
10.1145/2660540.2660542,,10.1145/268806.268810,
10.1145/2660540.2660542,,10.1109/sbac-pad.2007.14,
10.1145/2660540.2660980,,10.1145/1950413.1950457,
10.1145/2660540.2660980,,10.1155/2010/158602,
10.1145/2660540.2660980,,10.1145/296399.296426,
10.1145/2660540.2660980,,10.1109/iccp.2009.5284732,
10.1145/2660540.2660980,,10.1109/4235.996017,
10.1145/2660540.2660980,,10.1145/2024724.2024908,
10.1145/2660540.2660980,,10.1145/1534916.1534924,
10.1145/2660540.2660980,,10.1109/fpt.2012.6412139,
10.1145/2660540.2660980,,10.1145/2145694.2145708,
10.1145/2660540.2660980,,10.1109/tcad.2012.2187525,
10.1145/2660540.2660980,,10.1109/tcad.2010.2061770,
10.1109/patmos.2015.7347582,,10.1145/2660540.2660980,
10.1109/SBESC.2014.16,,10.1145/2462456.2464444,
10.1109/SBESC.2014.16,,10.1109/inm.1999.770671,
10.1109/SBESC.2014.16,,10.1145/2398776.2398813,
10.1109/SBESC.2014.16,,10.4236/ijcns.2012.512089,
10.1109/SBESC.2014.16,,10.1109/sbesc.2012.43,
10.1109/SBESC.2014.16,,10.1145/2413176.2413198,
10.1109/SBESC.2014.16,,10.1145/1879141.1879159,
10.1109/SBESC.2014.16,,10.1109/waina.2013.115,
10.1109/SBESC.2014.16,,10.1016/j.future.2012.05.023,
10.1109/ictus.2017.8286086,,10.1109/SBESC.2014.16,
10.1007/978-3-319-52712-3_2,,10.1109/SBESC.2014.16,
10.1109/SeGAH.2014.7067084,,10.1108/10748120910936126,
10.1109/SeGAH.2014.7067084,,10.1525/aeq.2004.35.2.254,
10.1109/SeGAH.2014.7067084,,10.1080/10508400701193713,
10.1109/SeGAH.2014.7067084,,10.1016/j.compedu.2011.08.001,
10.1109/SeGAH.2014.7067084,,10.4135/9781483387765,
10.1109/SeGAH.2014.7067084,,10.1080/00405841.2011.607391,
10.1109/SeGAH.2014.7067084,,10.1590/s0034-71672010000100021,
10.1007/978-3-030-77431-8_23,,10.1109/SeGAH.2014.7067084,
10.1109/conielecomp.2017.7891816,,10.1109/SeGAH.2014.7067084,
10.1145/3649595,,10.1109/SeGAH.2014.7067084,
10.1109/segah.2016.7586261,,10.1109/SeGAH.2014.7067084,
10.1109/SMC.2014.6974041,,10.1016/j.compbiomed.2009.05.002,
10.1109/SMC.2014.6974041,,10.1109/tmi.2010.2052064,
10.1007/978-3-030-79753-9_15,,10.1109/SMC.2014.6974041,
10.1007/s00500-022-07447-4,,10.1109/SMC.2014.6974041,
10.1080/07391102.2021.1966509,,10.1109/SMC.2014.6974041,
10.4018/978-1-6684-7136-4.ch040,,10.1109/SMC.2014.6974041,
10.1007/s10115-023-01978-4,,10.1109/SMC.2014.6974041,
10.1038/s41598-022-05921-5,,10.1109/SMC.2014.6974041,
10.4018/978-1-7998-3092-4.ch004,,10.1109/SMC.2014.6974041,
10.1101/2020.06.12.20129866,,10.1109/SMC.2014.6974041,
10.1101/2020.05.05.20092346,,10.1109/SMC.2014.6974041,
10.1007/s11517-023-02773-7,,10.1109/SMC.2014.6974041,
10.1007/s42600-023-00286-8,,10.1109/SMC.2014.6974041,
10.1007/s42979-020-00232-w,,10.1109/SMC.2014.6974041,
10.1007/s42600-020-00112-5,,10.1109/SMC.2014.6974041,
10.1007/s42600-020-00091-7,,10.1109/SMC.2014.6974041,
10.1007/s42600-020-00079-3,,10.1109/SMC.2014.6974041,
10.1007/s42600-020-00072-w,,10.1109/SMC.2014.6974041,
10.1101/2021.06.21.21259252,,10.1109/SMC.2014.6974041,
10.1101/2020.05.14.20102533,,10.1109/SMC.2014.6974041,
10.23919/chicc.2019.8865496,,10.1109/SMC.2014.6974041,
10.1109/SMC.2014.6974176,,10.1145/2499149.2499177,
10.1109/SMC.2014.6974176,,10.1145/2513383.2513451,
10.1109/SMC.2014.6974176,,10.1145/2470654.2481401,
10.1109/SMC.2014.6974176,,10.1145/2507065.2507092,
10.1109/SMC.2014.6974176,,10.1145/1900441.1900476,
10.1109/SMC.2014.6974176,,10.1145/1900441.1900448,
10.1145/3132129.3132145,,10.1109/SMC.2014.6974176,
10.1109/SMC.2014.6974382,,10.1108/10748120910936126,
10.1109/SMC.2014.6974382,,10.1590/s0103-21002009000400015,
10.1109/SMC.2014.6974382,,10.1525/aeq.2004.35.2.254,
10.1109/SMC.2014.6974382,,10.1080/10508400701193713,
10.1109/SMC.2014.6974382,,10.1145/2513383.2513451,
10.1109/SMC.2014.6974382,,10.1145/2470654.2481401,
10.1109/SMC.2014.6974382,,10.1016/j.compedu.2011.08.001,
10.1109/SMC.2014.6974382,,10.1201/9780080919171,
10.1109/SMC.2014.6974382,,10.4135/9781483387765,
10.1109/SMC.2014.6974382,,10.1080/10749030903437228,
10.1109/SMC.2014.6974382,,10.1145/1900441.1900476,
10.1109/SMC.2014.6974382,,10.1145/1900441.1900448,
10.1109/SMC.2014.6974382,,10.1163/9789087903121_011,
10.1109/SMC.2014.6974382,,10.1080/00405841.2011.607391,
10.1109/SMC.2014.6974382,,10.1590/s0034-71672010000100021,
10.3390/ijgi10070460,,10.1109/SMC.2014.6974382,
10.1089/tmj.2018.0236,,10.1109/SMC.2014.6974382,
10.1007/978-3-319-39513-5_38,,10.1109/SMC.2014.6974382,
10.1109/HiPC.2013.6799114,arch,10.1109/isvlsi.2010.84,
10.1109/HiPC.2013.6799114,arch,10.1109/sccc.2009.19,
10.1109/HiPC.2013.6799114,arch,10.1190/1.3284053,
10.1109/HiPC.2013.6799114,arch,10.1109/sbac-pad.2007.13,
10.1109/HiPC.2013.6799114,arch,10.1109/csie.2009.78,
10.1109/HiPC.2013.6799114,arch,10.1145/1862648.1862649,
10.1109/HiPC.2013.6799114,arch,10.1145/1508128.1508139,
10.1109/ICECS.2013.6815430,,10.1016/j.sysarc.2012.10.004,
10.1109/ICECS.2013.6815430,,10.1016/j.sysarc.2010.10.001,
10.1109/ICECS.2013.6815430,,10.5121/ijcsit.2013.5313,
10.1109/ICECS.2013.6815430,,10.1109/nocs.2009.5071448,
10.1109/mwscas.2014.6908388,,10.1109/ICECS.2013.6815430,
10.1145/3510381,,10.1109/ICECS.2013.6815430,
10.1109/mcsoc57363.2022.00061,,10.1109/ICECS.2013.6815430,
10.1016/j.procs.2016.05.486,,10.1109/ICECS.2013.6815430,
10.1007/s11227-020-03207-z,,10.1109/ICECS.2013.6815430,
10.1587/transinf.2018edl8208,,10.1109/ICECS.2013.6815430,
10.1007/s11227-016-1719-6,,10.1109/ICECS.2013.6815430,
10.1007/s00500-018-3260-4,,10.1109/ICECS.2013.6815430,
10.1109/ucc.2018.00021,,10.1109/ICECS.2013.6815430,
10.1002/cpe.7838,,10.1109/ICECS.2013.6815430,
10.1109/tvlsi.2020.3033658,,10.1109/ICECS.2013.6815430,
10.1007/s00607-017-0574-5,,10.1109/ICECS.2013.6815430,
10.1016/j.mejo.2017.03.003,,10.1109/ICECS.2013.6815430,
10.1109/ICECS.2013.6815459,,10.1109/tcad.2006.884574,
10.1109/ICECS.2013.6815459,,10.1109/tcad.2006.882119,
10.1109/ICECS.2013.6815459,,10.1145/1950413.1950457,
10.1109/ICECS.2013.6815459,,10.1145/296399.296425,
10.1109/ICECS.2013.6815459,,10.1145/296399.296426,
10.1109/ICECS.2013.6815459,,10.1504/ijhpsa.2012.050985,
10.1109/ICECS.2013.6815459,,10.1109/4235.996017,
10.1109/ICECS.2013.6815459,,10.1145/1534916.1534925,
10.1109/ICECS.2013.6815459,,10.1109/fpt.2012.6412139,
10.1109/ICECS.2013.6815459,,10.1145/2145694.2145708,
10.1109/ICECS.2013.6815459,,10.1109/tcad.2012.2187525,
10.1109/ICECS.2013.6815459,,10.1109/tcad.2010.2061770,
10.1145/2898998,,10.1109/ICECS.2013.6815459,
10.1109/micai-2017.2017.00012,,10.1109/ICECS.2013.6815459,
10.1145/2512840.2512867,,10.1145/1013235.1013261,
10.1145/2512840.2512867,,10.1145/1013235.1013282,
10.1145/2512840.2512867,,10.1109/l-ca.2006.16,
10.1109/rtas.2019.00013,,10.1145/2512840.2512867,
10.1109/icget.2015.7315080,,10.1145/2512840.2512867,
10.1109/comsnets.2019.8711477,,10.1145/2512840.2512867,
10.1109/hpca.2017.32,,10.1145/2512840.2512867,
10.1109/tse.2021.3071193,,10.1145/2512840.2512867,
10.1109/tmc.2019.2914197,,10.1145/2512840.2512867,
10.1109/islped.2017.8009209,,10.1145/2512840.2512867,
10.1109/twc.2020.3007616,,10.1145/2512840.2512867,
10.1109/tcad.2018.2857323,,10.1145/2512840.2512867,
10.1109/jsyst.2015.2442994,,10.1145/2512840.2512867,
10.1109/ghtc.2016.7857284,,10.1145/2512840.2512867,
10.1109/patmos.2015.7347582,,10.1504/IJHPSA.2012.050985,
10.1109/icecs.2013.6815459,,10.1504/IJHPSA.2012.050985,
10.1155/2012/561580,,10.1109/tvlsi.2003.821553,
10.1155/2012/561580,,10.1109/92.748196,
10.1155/2012/561580,,10.1109/mc.2003.1250885,
10.1155/2012/561580,,10.1109/tvlsi.2007.898650,
10.1109/ICPPW.2012.88,,10.1190/1.3284053,
10.1109/ICPPW.2012.88,,10.1145/1508128.1508139,
10.1109/wscad.2018.00034,,10.1109/ICPPW.2012.88,
10.1007/978-3-642-32639-4_12,,10.1016/s1470-2045(12)70042-6,
10.1007/978-3-642-32639-4_12,,10.1109/wacv.2011.5711542,
10.1007/978-3-642-32639-4_12,,10.1109/snlp.2009.5340935,
10.1007/978-3-642-32639-4_12,,10.1109/pahce.2011.5871944,
10.1007/978-3-642-32639-4_12,,10.1016/j.ijrobp.2011.11.009,
10.1080/21681163.2023.2219766,,10.1007/978-3-642-32639-4_12,
10.1007/s42979-020-00232-w,,10.1007/978-3-642-32639-4_12,
10.1007/s42600-020-00079-3,,10.1007/978-3-642-32639-4_12,
10.1007/s42600-020-00072-w,,10.1007/978-3-642-32639-4_12,
10.1007/s42600-019-00024-z,,10.1007/978-3-642-32639-4_12,
10.1109/SBCCI.2012.6344420,,10.1109/isie.2002.1026076,
10.1109/SBCCI.2012.6344420,,10.1016/j.patcog.2004.03.014,
10.1109/SBCCI.2012.6344420,,10.1016/s0262-8856(02)00152-x,
10.1109/SBCCI.2012.6344420,,10.1145/1141911.1141954,
10.1109/SBCCI.2012.6344420,,10.1364/josaa.28.000581,
10.1109/SBCCI.2012.6344420,,10.1109/crv.2008.7,
10.1109/SBCCI.2012.6344420,,10.1109/cvpr.2007.383080,
10.1109/SBCCI.2012.6344420,,10.1016/j.engappai.2006.12.008,
10.1109/SBCCI.2012.6344420,,10.1016/j.jmatprotec.2007.11.262,
10.1109/SBCCI.2012.6344420,,10.1016/s0260-8774(03)00183-3,
10.1109/SBCCI.2012.6344420,,10.1016/j.cad.2009.02.004,
10.1109/SBCCI.2012.6344420,,10.1364/ao.48.001052,
10.1109/SBCCI.2012.6344420,,10.1016/j.cviu.2010.03.023,
10.1109/SBESC.2012.43,,10.1109/icsmc.2007.4413693,
10.1109/SBESC.2012.43,,10.1016/j.micpro.2008.07.001,
10.1109/SBESC.2012.43,,10.1109/rtcsa.2006.64,
10.1007/978-981-10-5026-8_4,,10.1109/SBESC.2012.43,
10.1016/j.micpro.2022.104436,,10.1109/SBESC.2012.43,
10.1108/ijpcc-04-2013-0007,,10.1109/SBESC.2012.43,
10.1109/sbesc.2014.16,,10.1109/SBESC.2012.43,
10.1155/2011/620578,,10.1109/tcad.2002.804107,
10.1155/2011/620578,,10.1145/513918.514077,
10.1155/2011/620578,,10.1109/tvlsi.2008.2002459,
10.1016/j.sysarc.2013.05.018,,10.1155/2011/620578,
10.1007/s11227-016-1927-0,,10.1155/2011/620578,
10.1109/aspdac.2013.6509661,,10.1155/2011/620578,
10.1155/2011/219497,,10.1109/tcad.2002.804107,
10.1155/2011/219497,,10.1145/1086519.1086529,
10.1155/2011/219497,,10.1145/605459.605461,
10.1155/2011/219497,,10.1007/s10617-006-0654-9,
10.1155/2011/219497,,10.1109/40.612225,
10.1155/2011/219497,,10.1145/268806.268810,
10.1109/iscaie.2012.6482067,,10.1155/2011/219497,
10.1109/ccece.2012.6334940,,10.1155/2011/219497,
10.1109/sbcci.2012.6344449,,10.1155/2011/219497,
10.1109/iccaie.2011.6162098,,10.1155/2011/219497,
10.1007/978-3-642-33275-3_74,,10.1155/2011/219497,
10.1109/spl.2012.6211770,,10.1155/2011/219497,
10.1109/sbesc.2018.00025,,10.1155/2011/219497,
10.1007/s11554-013-0353-2,,10.1155/2011/219497,
10.1109/IPDPS.2011.165,,10.1145/1404371.1404392,
10.1109/IPDPS.2011.165,,10.1145/1601896.1601950,
10.1109/IPDPS.2011.165,,10.1109/sbac-pad.2007.13,
10.1109/saci.2016.7507354,,10.1109/IPDPS.2011.165,
10.1109/saci.2015.7208215,,10.1109/IPDPS.2011.165,
10.1016/j.compeleceng.2014.02.011,,10.1109/IPDPS.2011.165,
10.1049/iet-cdt.2013.0128,,10.1109/IPDPS.2011.165,
